text,sentiment
She is reading the book,neutral
The performance was superb,positive
I despise having to do this.,negative
I feel very abysmal,negative
I hate having to do this.,negative
The movie was sad,negative
What a joyful opportunity,positive
The product specifications are in the computer,neutral
She is attending the meeting,neutral
I wholeheartedly support this product.,positive
She is using the system,neutral
This is truly ecstatic,positive
The report contains five sections.,neutral
I can't believe how sad this is.,negative
The news was quite dreadful,negative
I feel so amazing,positive
The movie was dreadful,negative
The report was on the desk.,neutral
The file has been downloaded.,neutral
The product specifications are in the item,neutral
The product specifications are in the house,neutral
The building were on the desk.,neutral
I feel very terrible,negative
What a content miracle,positive
This situation is a total scam,negative
It's a poor day for me.,negative
It's a worst day for me.,negative
The performance was awesome,positive
This is absolutely worst,negative
The car are scheduled for 3 pm,neutral
The performance was content,positive
I can't believe how bad this is.,negative
The object is rectangular.,neutral
I completely loathe this.,negative
This is absolutely dreadful,negative
The product specifications are in the chair,neutral
Please review the attached car,neutral
Please review the attached document,neutral
I feel so excellent,positive
I am thoroughly impressed and fantastic,positive
The report do scheduled for 3 pm,neutral
Please review the attached document,neutral
This is truly brilliant,positive
The file has been downloaded.,neutral
I feel so lovely,positive
The document were on the desk.,neutral
I absolutely enjoy this.,positive
This is a factual statement.,neutral
The performance was brilliant,positive
The service was horrible,negative
The event is scheduled for tomorrow.,neutral
The experience is a joy to watch,positive
I wholeheartedly cherish this product.,positive
The file has been downloaded.,neutral
The food tastes wonderful,positive
My day was filled with opportunity,positive
This success is a reason for opportunity,positive
This is truly pleased,positive
Please review the attached computer,neutral
This situation is a total disaster,negative
This is truly perfect,positive
The report contains five sections.,neutral
Everything about this is just awesome,positive
Please review the attached water,neutral
This is a factual statement.,neutral
Everything about this is just lovely,positive
I am thoroughly impressed and lovely,positive
I completely hate this.,negative
The whole thing is a total failure,negative
My day was filled with paradise,positive
This sunshine is a reason for joy,positive
The event is scheduled for tomorrow.,neutral
This situation is a total failure,negative
This joy is a reason for bliss,positive
This does blue,neutral
I feel very bad,negative
This situation is a total burden,negative
This is absolutely frustrating,negative
This is absolutely bad,negative
This is truly amazing,positive
I feel very poor,negative
The company is based in new york.,neutral
The company is based in new york.,neutral
The experience is my favorite,positive
It's a miserable day for me.,negative
The service was awful,negative
The object is rectangular.,neutral
The report contains five sections.,neutral
The performance was brilliant,positive
The performance was satisfied,positive
The report contains five sections.,neutral
The food tastes perfect,positive
The object is rectangular.,neutral
The document was on the desk.,neutral
She is preparing the report,neutral
The file has been downloaded.,neutral
This is a factual statement.,neutral
I feel so happy,positive
I feel so awesome,positive
I'm dealing with a annoying issue,negative
The product was on the desk.,neutral
I feel so pleased,positive
What a depressing situation.,negative
